3.000000000000000000e+00,-7.110081200000000479e+01,4.234002100000000013e+01,9.254987012987014339e+01
4.000000000000000000e+00,-7.106961599999999635e+01,4.234539199999999681e+01,1.059867730691616003e+02
5.000000000000000000e+00,-7.109017900000000623e+01,4.234181399999999940e+01,2.491686805555556106e+01
6.000000000000000000e+00,-7.106513999999999953e+01,4.236128499999999519e+01,4.390792292292291421e+01
7.000000000000000000e+00,-7.104462399999999889e+01,4.235341199999999873e+01,7.974405940594057540e+01
8.000000000000000000e+00,-7.113731300000000601e+01,4.235333400000000381e+01,4.345817409766455341e+01
9.000000000000000000e+00,-7.111617400000000089e+01,4.235131299999999754e+01,2.646744067796610267e+01
1.000000000000000000e+01,-7.110588400000000320e+01,4.235007499999999681e+01,3.043280507131535728e+01
1.100000000000000000e+01,-7.110649999999999693e+01,4.233862899999999740e+01,2.477529968454258835e+02
1.200000000000000000e+01,-7.108849599999999214e+01,4.233591099999999585e+01,5.682072875999255501e+01
1.400000000000000000e+01,-7.110279699999999536e+01,4.233717100000000499e+01,2.095130630630630435e+02
1.500000000000000000e+01,-7.113801999999999737e+01,4.236166699999999707e+01,3.928616387337058313e+01
1.600000000000000000e+01,-7.107616299999999399e+01,4.234743300000000232e+01,8.620145046524359600e+01
1.700000000000000000e+01,-7.111958100000001082e+01,4.236507399999999990e+01,3.036812736829238801e+01
1.800000000000000000e+01,-7.112979099999999733e+01,4.236337000000000330e+01,2.399151515151515213e+01
1.900000000000000000e+01,-7.110582800000000248e+01,4.234752699999999948e+01,2.767508845084659796e+01
2.000000000000000000e+01,-7.105160100000000511e+01,4.235977000000000459e+01,6.339450435111613302e+01
2.100000000000000000e+01,-7.108257799999999804e+01,4.234595900000000057e+01,4.051395022783036381e+01
2.200000000000000000e+01,-7.105554700000000423e+01,4.235217500000000257e+01,7.059581312942930253e+01
2.400000000000000000e+01,-7.104546100000000308e+01,4.235182100000000105e+01,6.638848379629631324e+01
2.500000000000000000e+01,-7.107684700000000078e+01,4.234133200000000130e+01,8.639640192539107488e+01
2.600000000000000000e+01,-7.106892200000000059e+01,4.234152199999999766e+01,6.881275327771156469e+01
2.700000000000000000e+01,-7.109473400000000254e+01,4.233156699999999972e+01,3.207760993622019186e+01
2.900000000000000000e+01,-7.112456500000000403e+01,4.236373199999999883e+01,2.262791005291004609e+01
3.000000000000000000e+01,-7.110522100000000023e+01,4.233407299999999651e+01,4.395749063670411516e+01
3.100000000000000000e+01,-7.104174700000000087e+01,4.234883299999999906e+01,5.597635754007196596e+01
3.200000000000000000e+01,-7.110222100000000012e+01,4.234391199999999600e+01,1.638039089898212453e+01
3.300000000000000000e+01,-7.109683100000000877e+01,4.234904600000000130e+01,5.336625683060108116e+01
3.600000000000000000e+01,-7.107730300000000057e+01,4.234967299999999568e+01,2.722744562862837014e+01
3.900000000000000000e+01,-7.107418199999999331e+01,4.233862299999999834e+01,4.659723849372386439e+01
4.000000000000000000e+01,-7.105087699999999984e+01,4.236387100000000316e+01,7.110119095953443491e+01
4.100000000000000000e+01,-7.112383100000000979e+01,4.235226099999999860e+01,2.822558441558441800e+01
4.200000000000000000e+01,-7.107037800000000516e+01,4.235209600000000307e+01,6.767107935314028566e+01
4.300000000000000000e+01,-7.105069899999999450e+01,4.235714300000000065e+01,3.699417913615621956e+01
4.400000000000000000e+01,-7.105686800000000858e+01,4.236058299999999832e+01,5.704558659217877192e+01
4.500000000000000000e+01,-7.109788000000000352e+01,4.234476300000000037e+01,4.904053096316949478e+01
4.600000000000000000e+01,-7.108591800000000660e+01,4.234386400000000350e+01,4.213994045904158270e+01
4.700000000000000000e+01,-7.105606699999999876e+01,4.236281100000000066e+01,4.812257317329964224e+01
4.800000000000000000e+01,-7.105540699999998822e+01,4.235675499999999971e+01,2.440967302933898964e+02
4.900000000000000000e+01,-7.106628899999999760e+01,4.235114599999999996e+01,5.866008617312964191e+01
5.000000000000000000e+01,-7.107364399999998739e+01,4.235098899999999844e+01,6.441792497625830549e+01
5.100000000000000000e+01,-7.107909690000001035e+01,4.233487559999999661e+01,3.619255319148935968e+01
5.200000000000000000e+01,-7.108595400000000097e+01,4.234871700000000061e+01,4.226597947112038867e+01
5.300000000000000000e+01,-7.108988599999999280e+01,4.235085099999999869e+01,6.873677056277054476e+01
5.400000000000000000e+01,-7.106334800000000484e+01,4.235497900000000016e+01,2.562251974333662119e+01
5.500000000000000000e+01,-7.108808799999999906e+01,4.234726500000000016e+01,4.421895798475552652e+01
5.700000000000000000e+01,-7.108157199999999420e+01,4.234079899999999697e+01,5.884792982456139043e+01
5.800000000000000000e+01,-7.107278000000000873e+01,4.235559600000000557e+01,5.872530821523216105e+01
5.900000000000000000e+01,-7.105936700000000883e+01,4.235135600000000267e+01,2.793854418016775298e+01
6.200000000000000000e+01,-7.110992699999999900e+01,4.234029900000000168e+01,6.655043489383474764e+01
6.300000000000000000e+01,-7.105705400000000793e+01,4.234402299999999997e+01,3.312723304912708500e+01
6.400000000000000000e+01,-7.104959999999999809e+01,4.235110000000000241e+01,2.811543728602553074e+02
6.500000000000000000e+01,-7.104410000000000025e+01,4.234749999999999659e+01,4.441591129188455511e+01
6.600000000000000000e+01,-7.113401000000000352e+01,4.234860700000000122e+01,5.777623641605678273e+01
6.700000000000000000e+01,-7.109319800000000100e+01,4.235810000000000031e+01,9.868497914399709714e+01
6.800000000000000000e+01,-7.110309999999999775e+01,4.236507000000000289e+01,5.377728349120432938e+01
6.900000000000000000e+01,-7.112333800000000394e+01,4.234159799999999763e+01,5.692536887196572337e+01
7.000000000000000000e+01,-7.112185100000000659e+01,4.237224400000000202e+01,3.470576685219541702e+01
7.100000000000000000e+01,-7.110759300000000849e+01,4.238340499999999622e+01,5.388623439000961213e+01
7.200000000000000000e+01,-7.108410500000000809e+01,4.236261300000000318e+01,1.671754834684965658e+02
7.300000000000000000e+01,-7.112088599999999872e+01,4.237323099999999698e+01,5.199228836490141958e+01
7.400000000000000000e+01,-7.111857899999999688e+01,4.237326799999999594e+01,2.574229480737018250e+01
7.500000000000000000e+01,-7.110041999999999973e+01,4.236356200000000172e+01,5.161941026342174155e+01
7.600000000000000000e+01,-7.110549499999999057e+01,4.236642600000000414e+01,7.324831845238095696e+01
7.700000000000000000e+01,-7.109641299999999831e+01,4.238642800000000221e+01,5.623310606060605465e+01
7.800000000000000000e+01,-7.109531899999998927e+01,4.237963700000000244e+01,5.445147989385588971e+01
7.900000000000000000e+01,-7.110654100000000710e+01,4.237855100000000164e+01,6.081568741516385757e+01
8.000000000000000000e+01,-7.109018799999999771e+01,4.236242899999999878e+01,1.847959762944479110e+02
8.100000000000000000e+01,-7.106267900000000282e+01,4.235240900000000153e+01,3.100884552845528219e+01
8.300000000000000000e+01,-7.106592799999999954e+01,4.232594100000000026e+01,3.424961139896372231e+01
8.400000000000000000e+01,-7.107647199999999543e+01,4.236698100000000267e+01,8.894681514476613415e+01
8.600000000000000000e+01,-7.111620500000000789e+01,4.233279900000000140e+01,2.913908371040724887e+01
8.700000000000000000e+01,-7.111421400000000403e+01,4.236662100000000208e+01,6.307142424242425705e+01
8.800000000000000000e+01,-7.110142700000000104e+01,4.237403499999999923e+01,7.723707093821511194e+01
8.900000000000000000e+01,-7.111994500000000130e+01,4.237901099999999843e+01,4.270933842239185907e+01
9.000000000000000000e+01,-7.107711000000000467e+01,4.237069999999999936e+01,5.707910293760621556e+01
9.100000000000000000e+01,-7.109168999999999983e+01,4.236627700000000374e+01,9.783713965855021399e+01
9.200000000000000000e+01,-7.103570500000000720e+01,4.231181899999999985e+01,4.455387149917628165e+01
9.300000000000000000e+01,-7.105112199999999234e+01,4.232049400000000361e+01,3.399888720283258436e+01
9.400000000000000000e+01,-7.106460799999999267e+01,4.237560300000000524e+01,6.312140206990822833e+01
9.500000000000000000e+01,-7.109444499999999323e+01,4.237296899999999766e+01,5.190694977948500366e+01
9.600000000000000000e+01,-7.111107499999999959e+01,4.237337899999999991e+01,3.510335078534030373e+01
9.800000000000000000e+01,-7.106029200000000401e+01,4.237184799999999996e+01,6.529911230171235559e+01
9.900000000000000000e+01,-7.105762900000000570e+01,4.235891999999999769e+01,6.726360626614984994e+01
1.000000000000000000e+02,-7.108419800000000066e+01,4.232865400000000022e+01,5.743285794183443471e+01
1.020000000000000000e+02,-7.107308899999999596e+01,4.233643699999999654e+01,3.201476733143400111e+01
1.030000000000000000e+02,-7.108238299999999299e+01,4.234876200000000068e+01,2.604909325347309235e+01
1.040000000000000000e+02,-7.105704399999999055e+01,4.233071599999999535e+01,3.475064467197572071e+01
1.050000000000000000e+02,-7.107535400000000436e+01,4.232533300000000054e+01,4.323481288076589379e+01
1.060000000000000000e+02,-7.104585899999999299e+01,4.233569299999999913e+01,1.604479591836734542e+01
1.070000000000000000e+02,-7.103876999999999953e+01,4.233574099999999873e+01,1.638380281690141160e+01
1.100000000000000000e+02,-7.114544200000000274e+01,4.235697499999999849e+01,5.728321870701513774e+01
1.110000000000000000e+02,-7.105991400000000624e+01,4.236622200000000049e+01,2.692542274939172557e+02
1.120000000000000000e+02,-7.105808700000000044e+01,4.235540200000000510e+01,1.478398419864559798e+02
1.130000000000000000e+02,-7.107088399999999240e+01,4.236069000000000528e+01,4.351305819648516859e+01
1.140000000000000000e+02,-7.106051500000000942e+01,4.236594199999999688e+01,2.994828907048008091e+02
